directors,actors,runtime,production_company,audience_rating,G,NC17,NR,PG,PG-13,R,Action & Adventure,Animation,Anime & Manga,Art House & International,Classics,Comedy,Cult Movies,Documentary,Drama,Faith & Spirituality,Gay & Lesbian,Horror,Kids & Family,Musical & Performing Arts,Mystery & Suspense,Romance,Science Fiction & Fantasy,Special Interest,Sports & Fitness,Television,Western
Cédric Klapisch,"Romain Duris, Audrey Tautou, Kelly Reilly, Cécile De France, Kevin Bishop",128.0,Cinema Libre Studio,78.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Barry Sonnenfeld,"Robin Williams, Cheryl Hines, Joanna 'JoJo' Levesque, Josh Hutcherson, Jeff Daniels",98.0,Columbia Pictures,45.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chris Fisher,"Daveigh Chase, Jackson Rathbone, Elizabeth Berkley, Ed Westwick, James Lafferty",103.0,20th Century Fox,18.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"Simon Barrett, Adam Wingard, Eduardo Sánchez, Gregg Hale, Timo Tjahjanto, Gareth Evans, Jason Eisener","Lawrence Michael Levine, Kelsy Abbott, L.C. Holt, Adam Wingard, Hannah Hughes",96.0,Magnet Releasing,51.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Dean Israelite,"Dacre Montgomery, Naomi Scott, R.J. Cyler, Becky G, Ludi Lin",124.0,Lionsgate Films,65.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
James D.R. Hickox,"David Keith, Vanessa Angel, John Rhys-Davies, Jenna Gering, Josh Holloway",90.0,LionsGate Entertainment,14.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Peter Miller,"Arlo Guthrie, Michael Topp, Howard Zinn, Giuliano Montaldo, Tony Shalhoub",81.0,First Run,76.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guy Maddin,"Isabella Rossellini, Mark McKinney, Maria de Medeiros, Ross McMillan, David Fox",99.0,IFC Films,79.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Boaz Yakin,"Catherine Chan, Jason Statham, Robert John Burke, James Hong, Chris Sarandon",95.0,Lionsgate Films,59.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasse Hallstrom,"Josh Duhamel, Julianne Hough, Cobie Smulders, David Lyons, Mimi Kirkland",115.0,Relativity Media,67.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson, Sam Shepard",115.0,Universal Pictures,63.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Colin Trevorrow,"Aubrey Plaza, Mark Duplass, Jake Johnson (XVI), Karan Soni, Jenica Bergere",84.0,Film District,80.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hue Rhodes,"Steve Buscemi, Romany Malco, Peter Dinklage, Sarah Silverman, Emmanuelle Chriqui",85.0,IndieVest Pictures,28.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bertrand Bonello,"Gaspard Ulliel, Jérémie Renier, Louis Garrel, Léa Seydoux, Amira Casar",151.0,Sony Pictures Classics,40.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Ryan Little,"Corbin Allred, Alexander Polinsky, Kirby Heyborne, Larry Bagby, Ben Gourley",90.0,Excel Entertainment,77.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasse Hallstrom,"Ewan McGregor, Emily Blunt, Kristin Scott Thomas, Amr Waked, Tom Mison",111.0,CBS Films,64.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Caruso,"Val Kilmer, Vincent D'Onofrio, Adam Goldberg, Luis Guzman, Doug Hutchison",103.0,Warner Bros.,82.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
George Ratliff,"Pierce Brosnan, Jennifer Connelly, Ed Harris, Greg Kinnear, Marisa Tomei",96.0,IFC Films,23.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kim Ki-duk,"Gwak Ji-min, Ji-min Kwak, Min-jung Seo, Min-jeong Seo, Eol Lee",96.0,Tartan USA,75.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Olivier Nakache, Eric Toledano, Eric Toledano","Omar Sy, Charlotte Gainsbourg, Tahar Rahim, Izïa Higelin, Issaka Sawadogo",119.0,BGP Releasing LLC.,54.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Michael Carney (XII),"Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight, Olivia Holt",119.0,Paramount Pictures / Pure Flix,86.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ron Fricke,"Ni Made Megahadi Pratiwi, Puti Sri Candra Dewi",102.0,Oscilloscope Pictures,87.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Peyton,"Dwayne Johnson, Carla Gugino, Alexandra Daddario, Paul Giamatti, Ioan Gruffudd",114.0,Warner Bros.,52.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alister Grierson, Fred Olen Ray","Richard Roxburgh, Ioan Gruffudd, Rhys Wakefield, Alice Parkinson, Dan Wylie",109.0,Universal Pictures,37.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
David Mickey Evans,"James Earl Jones, Cole Evan Weiss, Greg Germann, Brett Kelly, James Willson",103.0,Twentieth Century Fox Film Cor,41.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Robert Vince,"Christopher Lloyd, Danny Woodburn, George Wendt, Liliana Mumy, Field Cate",88.0,Walt Disney Home Entertainment,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Michael Lembeck,"Tim Allen, Elizabeth Mitchell, Martin Short, Judge Reinhold, Spencer Breslin",92.0,Buena Vista,39.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ingmar Bergman,"Liv Ullmann, Erland Josephson, Börje Ahlstedt, Julia Dufvenius, Gunnel Fred",107.0,Sony Pictures Classics,87.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Liam Lynch,"Daniel Steven Gonzalez, Sarah Silverman, Mike G. Moyer, David Derby, Robin Goldwasser",72.0,Roadside Attractions,65.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gilles Paquet-Brenner,"Kristin Scott Thomas, Mélusine Mayance, Niels Arestrup, Frédéric Pierrot, Michel Duchaussoy",111.0,The Weinstein Company,82.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Conrad Vernon, Greg Tiernan","Bill Hader, James Franco, Danny McBride (IV), Craig Robinson, Paul Rudd",89.0,Sony Pictures,50.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Kalin,"Julianne Moore, Stephen Dillane, Eddie Redmayne, Elena Anaya, Jim Arnold",97.0,IFC First Take,38.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tamara Jenkins,"Laura Linney, Philip Seymour Hoffman, Philip Bosco, Gbenga Akinnagbe, Cara Seymour",113.0,Fox Searchlight Pictures,74.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Stone,"Taylor Kitsch, Aaron Taylor-Johnson, Blake Lively, Salma Hayek, Benicio Del Toro",130.0,Universal Pictures,54.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Robert Cary,"Chad Allen, Robert Gant, Judith Light, Stephen Lang, Robert Baker",96.0,First Run Features,67.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Michael Mohan,"Lizzy Caplan, Geoffrey Arend, Alison Brie, Martin Starr, Mark Webber",98.0,IFC Films,36.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Thomas Carter,"Julia Stiles, Sean Patrick Thomas, Kerry Washington, Fredro Starr, Terry Kinney",108.0,Paramount Pictures,59.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Brian Dannelly,"Jena Malone, Mandy Moore, Elizabeth Thai, Macaulay Culkin, Patrick Fugit",92.0,MGM,78.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sandy Tung,"Jason Dolley, Scott Wilson, Gerald McRaney, Ann Dowd, Kyle Chavarria",90.0,Warner Bros.,74.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Alice Wu,"Michelle Krusiec, Joan Chen, Lynn Chen, Li Zhiyu, Jin Wang",96.0,Sony Pictures Classics,88.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
John Lee Hancock,"Emma Thompson, Tom Hanks, Colin Farrell, Bradley Whitford, Paul Giamatti",125.0,Walt Disney Pictures,84.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Dugan,"Jason Biggs, Steve Zahn, Jack Black, Amanda Peet, Amanda Detmer",90.0,Columbia Pictures,51.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Greutert,"Tobin Bell, Costas Mandylor, Betsy Russell, Sean Patrick Flanery, Cary Elwes",91.0,Lionsgate,42.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Darren Lynn Bousman,"Tobin Bell, Shawnee Smith, Angus Macfadyen, Bahar Soomekh, Dina Meyer",107.0,Lionsgate Films,71.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Darren Lynn Bousman,"Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell, Lyriq Bent",92.0,Lionsgate Films,62.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Kevin Greutert,"Tobin Bell, Costas Mandylor, Betsy Russell, Mark Rolston, Peter Outerbridge",91.0,Lionsgate,55.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Darren Lynn Bousman,"Tobin Bell, Donnie Wahlberg, Erik Knudsen, Glenn Plummer, Dina Meyer",93.0,Lions Gate Films,59.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
David Hackl,"Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell, Julie Benz",92.0,Lionsgate,52.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
J.B. Rogers,"Heather Graham, Chris Klein, Orlando Jones, Sally Field, Richard Jenkins",95.0,20th Century Fox,32.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Paige,"Peter Paige, Kathy Najimy, Gabrielle Union, Anthony Clark, Lisa Edelstein",91.0,TLA Releasing,41.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Richard Linklater,"Keanu Reeves, Robert Downey Jr., Woody Harrelson, Winona Ryder, Rory Cochrane",100.0,Warner Independent Pictures,74.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Asia Argento,"Asia Argento, Jean Shepard, Jean Shepherd, Vera Gemma, Fabio Camilli",89.0,Media Blasters Releasing,52.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Keenen Ivory Wayans,"Marlon Wayans, Shawn Wayans, Anna Faris, Shannon Elizabeth, Lochlyn Munro",88.0,Dimension Films,43.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Keenen Ivory Wayans,"Marlon Wayans, Shawn Wayans, Anna Faris, Regina Hall, Christopher Kennedy Masterson",82.0,Dimension Films,52.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Zucker,"Anna Faris, Charlie Sheen, Simon Rex, Anthony Anderson, Regina Hall",80.0,Miramax Films,54.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Zucker,"Anthony Anderson, Craig Bierko, Carmen Electra, Chris Elliott, Anna Faris",83.0,Weinstein Co.,51.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm D. Lee,"Ashley Tisdale, Simon Rex, Erica Ash, Charlie Sheen, Katrina Bowden",85.0,The Weinstein Company,38.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
André Øvredal,"Zoe Margaret Colletti, Michael Garza, Gabriel Rush, Austin Abrams, Dean Norris",111.0,CBS Films and Lionsgate,72.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Kevin Goetz, Michael Goetz (II)","Josh Duhamel, Dan Fogler, Christie Burson, Leah McKendrick, Peter Michael Goetz",85.0,Vertical Entertainment,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Todd Phillips,"Billy Bob Thornton, Jon Heder, Jacinda Barrett, Michael Clarke Duncan, Horatio Sanz",100.0,MGM,52.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Linklater,"Jack Black, Mike White, Joan Cusack, Sarah Silverman, Joey Gaydos Jr.",108.0,Paramount Pictures,64.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Schorr,"Horst Krause, Karl-Fred Mueller, Harald Warmbrunn, Karl-Fred Müller, Ursula Schucht",113.0,Paramount Classics,73.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tony Cervone,"Will Forte, Mark Wahlberg, Jason Isaacs, Gina Rodriguez, Zac Efron",94.0,Warner Bros. Pictures,55.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raja Gosnell,"Freddie Prinze Jr., Freddie Prinze, Sarah Michelle Gellar, Neil Fanning, Matthew Lillard",93.0,Warner Bros. Pictures,39.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Woody Allen,"Woody Allen, Hugh Jackman, Scarlett Johansson, Ian McShane, Charles Dance",96.0,Focus Features,55.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Matt Schrader,"Danny Elfman, Hans Zimmer, James Cameron, Quincy Jones, John Williams",94.0,Gravitas Ventures,83.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Chuck Russell,"Dwayne Johnson, Kelly Hu, Steven Brand, Michael Clarke Duncan, Grant Heslov",91.0,Universal Pictures,38.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Stephen Kijak,"Scott Walker, Sara Kestelman, David Bowie, Lulu, Brian Eno",96.0,Oscilloscope Pictures,80.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Chris Evans, Anna Kendrick",112.0,Universal Pictures,84.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Christopher Landon,"Tye Sheridan, Logan Miller, Joey Morgan, Sarah Dumont, Halston Sage",93.0,Broken Road Productions,48.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Doug Pray,"DJ QBert, GrandWizzard Theodore, Yoga Frog, DJ Jazzy Jay, GrandMixer DXT",90.0,Palm Pictures,93.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Wes Craven,"Neve Campbell, Courteney Cox, David Arquette, Emma Roberts, Hayden Panettiere",112.0,The Weinstein Company/Dimension,55.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
,"Roger L. Jackson, Eric Erath, D. K. Arredondo, Pete Anthony",116.0,Dimension Films,37.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Alejandro Amenábar,"Javier Bardem, Belén Rueda, Lola Dueñas, Mabel Rivera, Celso Bugallo",125.0,Fine Line Features,92.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gary Ross,"Tobey Maguire, Jeff Bridges, Chris Cooper, Elizabeth Banks, William H. Macy",140.0,Universal Pictures,76.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,93.0,Focus World,31.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aneesh Chaganty,"John Cho, Debra Messing, Joseph Lee, Michelle La, Sara Sohn",102.0,Screen Gems,87.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Malik Bendjelloul,"Rodriguez (VIII), Ilse Assmann, Clarence Avant, Craig Bartholomew-Strydom, Dennis Coffey",86.0,Sony Pictures Classics,92.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Jacques Cluzaud, Jacques Perrin","François Sarano, Philippe Descola, Jean-Marie Pelt, Allain Bougrain-Dubourg, Gilles Boeuf",97.0,Music Box Films,70.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Segal,"Jennifer Lopez, Leah Remini, Vanessa Hudgens, Treat Williams, Milo Ventimiglia",104.0,STXfilms,43.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tim McCanlies,"Michael Caine, Robert Duvall, Haley Joel Osment, Kyra Sedgwick, Nicky Katt",109.0,New Line Cinema,84.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Babak Payami,"Nassim Abdi, Cyrus Abidi, Youssef Habashi, Farrokh Shojaii, Gholbahar Janghali",105.0,Sony Pictures Classics,63.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Juan José Campanella,"Soledad Villamil, Guillermo Francella, Javier Godino, Pablo Rago, Carla Quevedo",127.0,Sony Pictures Classics,93.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Billy Ray,"Chiwetel Ejiofor, Julia Roberts, Nicole Kidman, Dean Norris, Alfred Molina",111.0,STX Entertainment,41.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Gina Prince-Bythewood,"Queen Latifah, Dakota Fanning, Jennifer Hudson, Alicia Keys, Sophie Okonedo",110.0,Fox Searchlight,78.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Katrina Holden Bronson,"Johnny Knoxville, Juliette Lewis, Kick Gurry, David Koechner, Laura Cayouette",93.0,Miramax Films,39.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabor Csupo,"Dakota Blue Richards, Tim Curry, Ioan Gruffudd, Juliet Stevenson, Michael Webber",103.0,Warner Bros.,45.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
David Koepp,"Johnny Depp, John Turturro, Maria Bello, Timothy Hutton, Charles S. Dutton",95.0,Columbia Pictures,65.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Randall Wallace,"Diane Lane, John Malkovich, Dylan Walsh, Dylan Baker, Margo Martindale",123.0,Walt Disney Pictures,76.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Steven Shainberg,"James Spader, Maggie Gyllenhaal, Jeremy Davies, Lesley Ann Warren, Stephen McHattie",112.0,Lions Gate,82.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Alain Jakubowicz, Jonathan Jakubowicz","Jean Paul Leroux, George Madera, Pedro Pérez, Mia Maestro, Carlos Julio Molina",90.0,Miramax,75.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
John Whitesell,"David Arquette, Michael Clarke Duncan, Leslie Bibb, Joe Viterelli, Angus T. Jones",94.0,Warner Bros.,44.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Don Mancini,"Billy Boyd, Jennifer Tilly, Hannah Spearritt, John Waters, Keith-Lee Castle",86.0,Focus Features,38.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
David L. Cunningham,"Alexander Ludwig, Christopher Eccleston, Frances Conroy, Ian McShane, Wendy Crewson",99.0,20th Century Fox,33.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Lorene Scafaria,"Steve Carell, Keira Knightley, Connie Britton, Adam Brody, Rob Corddry",101.0,Focus Features,53.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarsem Singh,"Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley, Derek Luke",116.0,Focus Features,46.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Ava DuVernay,"David Oyelowo, Carmen Ejogo, Tom Wilkinson, Cuba Gooding Jr., Alessandro Nivola",128.0,Paramount Pictures,86.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kent Alterman,"Will Ferrell, Woody Harrelson, André Benjamin, Maura Tierney, Andrew Daly",91.0,New Line Cinema,38.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asif Kapadia,"Ayrton Senna, Reginaldo Leme, Richard Williams, John Bisignano, Pierre van Vliet",104.0,Independent Pictures,95.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Clark Johnson,"Michael Douglas, Kiefer Sutherland, Eva Longoria, Kim Basinger, David Rasche",108.0,20th Century Fox,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Kim Ki-duk,"Jung Suh, Kim Yuh-suk, Yu-seok Kim, Jae Hyun Cho, Yoo-seok Kim",89.0,Myung Film,73.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Julian Fellowes,"Tom Wilkinson, Emily Watson, Rupert Everett, Hermione Norris, John Warnaby",87.0,Fox Searchlight Pictures,47.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Christopher Cain,"Jon Voight, Terence Stamp, Lolita Davidovich, Trent Ford, Dean Cain",110.0,Slowhand Releasing,49.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
R.J. Cutler,"Anna Wintour, Grace Coddington, Andre Leon Talley, Thakoon Panichgul, Hamish Bowles",90.0,Roadside Attractions,71.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Christian Johnston,"George Calil, Wali Razaqi, C.K. Smith, Sunil Sadarangani, Baba Jon",94.0,First Look,64.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
David Von Ancken,"Liam Neeson, Pierce Brosnan, Michael Wincott, Ed Lauter, John Robinson (IX)",115.0,Samuel Goldwyn Films,53.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Martin Provost,"Yolande Moreau, Ulrich Tukur, Anne Bennent, Geneviève Mnich, Nico Rogner",125.0,Music Box Films,80.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Susanne Bier,"Jennifer Lawrence, Bradley Cooper, Rhys Ifans, David Dencik, Ana Ularu",109.0,Magnolia Pictures,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Peter Chelsom,"John Cusack, Kate Beckinsale, Jeremy Piven, Molly Shannon, John Corbett",90.0,Miramax Films,79.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Joss Whedon,"Nathan Fillion, Gina Torres, Alan Tudyk, Morena Baccarin, Adam Baldwin",119.0,Universal Pictures,91.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Steven Knight,"Matthew McConaughey, Anne Hathaway, Jason Clarke, Diane Lane, Djimon Hounsou",103.0,Aviron Pictures,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
